Events,EName,Start,Stop,peak,GOES Class,Derived Position,flare_24h,longitude
20,gev_20150821_0934,2015-08-21 09:34:00,10:07:00,09:48:00,M1.4,S17E26(2403),0,0
4,gev_20150706_2032,2015-07-06 20:32:00,20:50:00,20:40:00,M1.7,N13E34(2381),0,0
6,gev_20150706_2032,2015-07-06 20:32:00,20:50:00,20:40:00,M1.7,N13E34(2381),0,0
1,gev_20150706_0824,2015-07-06 08:24:00,08:44:00,08:44:00,M1.0,N13E41(2381),0,0
8,gev_20150706_2032,2015-07-06 20:32:00,20:50:00,20:40:00,M1.7,N13E34(2381),0,0
3,gev_20150706_0824,2015-07-06 08:24:00,08:44:00,08:44:00,M1.0,N13E41(2381),0,0
10,gev_20150706_2032,2015-07-06 20:32:00,20:50:00,20:40:00,M1.7,N13E34(2381),0,0
6,gev_20150706_0824,2015-07-06 08:24:00,08:44:00,08:44:00,M1.0,N13E41(2381),0,0
13,gev_20150706_2032,2015-07-06 20:32:00,20:50:00,20:40:00,M1.7,N13E34(2381),0,0
8,gev_20150706_0824,2015-07-06 08:24:00,08:44:00,08:44:00,M1.0,N13E41(2381),0,0
15,gev_20150706_2032,2015-07-06 20:32:00,20:50:00,20:40:00,M1.7,N13E34(2381),0,0
7,gev_20150703_1247,2015-07-03 12:47:00,12:53:00,12:51:00,M1.5,S17E67(2378),0,0
20,gev_20150706_0824,2015-07-06 08:24:00,08:44:00,08:44:00,M1.0,N13E41(2381),0,0
14,gev_20150703_1247,2015-07-03 12:47:00,12:53:00,12:51:00,M1.5,S17E67(2378),0,0
17,gev_20150703_1247,2015-07-03 12:47:00,12:53:00,12:51:00,M1.5,S17E67(2378),0,0
2,gev_20150625_0802,2015-06-25 08:02:00,09:05:00,08:16:00,M7.9,N12W40(2371),0,0
6,gev_20150625_0802,2015-06-25 08:02:00,09:05:00,08:16:00,M7.9,N12W40(2371),0,0
10,gev_20150625_0802,2015-06-25 08:02:00,09:05:00,08:16:00,M7.9,N12W40(2371),0,0
1,gev_20150621_1810,2015-06-21 18:10:00,18:28:00,18:20:00,M1.1,S18W65(2367),0,0
8,gev_20150622_1739,2015-06-22 17:39:00,18:23:00,18:23:00,M6.5,N13W06(2371),0,0
20,gev_20150625_0802,2015-06-25 08:02:00,09:05:00,08:16:00,M7.9,N12W40(2371),0,0
2,gev_20150621_0102,2015-06-21 01:02:00,01:42:00,01:42:00,M2.0,N12E16(2371),0,0
3,gev_20150621_0204,2015-06-21 02:04:00,03:15:00,02:34:00,M2.7,N12E16(2371),0,0
4,gev_20150621_0206,2015-06-21 02:06:00,03:02:00,02:36:00,M2.6,N12E16(2371),0,0
5,gev_20150621_0938,2015-06-21 09:38:00,09:50:00,09:44:00,M3.8,S17W57(2367),0,0
10,gev_20150621_1810,2015-06-21 18:10:00,18:28:00,18:20:00,M1.1,S18W65(2367),0,0
17,gev_20150622_1739,2015-06-22 17:39:00,18:23:00,18:23:00,M6.5,N13W06(2371),0,0
2,gev_20150620_0628,2015-06-20 06:28:00,07:09:00,06:48:00,M1.0,N13E28(2371),0,0
4,gev_20150621_0102,2015-06-21 01:02:00,01:42:00,01:42:00,M2.0,N12E16(2371),0,0
5,gev_20150621_0204,2015-06-21 02:04:00,03:15:00,02:34:00,M2.7,N12E16(2371),0,0
6,gev_20150621_0206,2015-06-21 02:06:00,03:02:00,02:36:00,M2.6,N12E16(2371),0,0
7,gev_20150621_0938,2015-06-21 09:38:00,09:50:00,09:44:00,M3.8,S17W57(2367),0,0
12,gev_20150621_1810,2015-06-21 18:10:00,18:28:00,18:20:00,M1.1,S18W65(2367),0,0
19,gev_20150622_1739,2015-06-22 17:39:00,18:23:00,18:23:00,M6.5,N13W06(2371),0,0
5,gev_20150620_0628,2015-06-20 06:28:00,07:09:00,06:47:00,M1.0,N13E28(2371),0,0
7,gev_20150621_0102,2015-06-21 01:02:00,01:42:00,01:42:00,M2.0,N12E16(2371),0,0
8,gev_20150621_0204,2015-06-21 02:04:00,03:15:00,02:34:00,M2.7,N12E16(2371),0,0
9,gev_20150621_0206,2015-06-21 02:06:00,03:02:00,02:36:00,M2.6,N12E16(2371),0,0
10,gev_20150621_0938,2015-06-21 09:38:00,09:50:00,09:44:00,M3.8,S17W57(2367),0,0
15,gev_20150621_1810,2015-06-21 18:10:00,18:28:00,18:20:00,M1.1,S18W65(2367),0,0
3,gev_20150618_1630,2015-06-18 16:30:00,18:25:00,17:36:00,M3.0,N09E50(2371),0,0
16,gev_20150620_0628,2015-06-20 06:28:00,07:09:00,06:48:00,M1.0,N13E28(2371),0,0
18,gev_20150621_0102,2015-06-21 01:02:00,01:42:00,01:42:00,M2.0,N12E16(2371),0,0
19,gev_20150621_0204,2015-06-21 02:04:00,03:15:00,02:34:00,M2.7,N12E16(2371),0,0
20,gev_20150621_0938,2015-06-21 09:38:00,09:50:00,09:44:00,M3.8,S17W57(2367),0,0
1,gev_20150618_0034,2015-06-18 00:34:00,02:05:00,01:27:00,M1.3,S16W81(2365),0,0
7,gev_20150618_1630,2015-06-18 16:30:00,18:25:00,17:36:00,M3.0,N09E50(2371),0,0
20,gev_20150620_0628,2015-06-20 06:28:00,06:48:00,06:47:00,M1.0,N13E28(2371),0,0
8,gev_20150618_0033,2015-06-18 00:33:00,01:55:00,01:27:00,M1.2,S16W81(2365),0,0
9,gev_20150618_0034,2015-06-18 00:34:00,02:05:00,01:27:00,M1.3,S16W81(2365),0,0
15,gev_20150618_1625,2015-06-18 16:25:00,19:00:00,17:35:00,M3.1,N10E50(2371),0,0
16,gev_20150618_1630,2015-06-18 16:30:00,18:25:00,17:36:00,M3.0,N09E50(2371),0,0
17,gev_20150618_0034,2015-06-18 00:34:00,02:05:00,01:27:00,M1.3,S16W81(2365),0,0
5,gev_20150614_0052,2015-06-14 00:52:00,01:09:00,00:59:00,M2.0,N14W81(2360),0,0
2,gev_20150613_0720,2015-06-13 07:20:00,07:47:00,07:29:00,M1.3,N14W76(2360),0,0
12,gev_20150614_0052,2015-06-14 00:52:00,01:09:00,00:59:00,M2.0,N14W81(2360),0,0
8,gev_20150613_0720,2015-06-13 07:20:00,07:47:00,07:29:00,M1.3,N14W76(2360),0,0
18,gev_20150614_0052,2015-06-14 00:52:00,01:09:00,00:59:00,M2.0,N14W81(2360),0,0
18,gev_20150613_0720,2015-06-13 07:20:00,07:47:00,07:29:00,M1.3,N14W76(2360),0,0
5,gev_20150611_0849,2015-06-11 08:49:00,08:59:00,08:55:00,M1.0,S19E83(2367),0,0
20,gev_20150611_0849,2015-06-11 08:49:00,08:59:00,08:55:00,M1.0,S19E83,0,0
1,gev_20150505_2205,2015-05-05 22:05:00,22:15:00,22:11:00,X2.7,N15E79(2339),0,0
7,gev_20150506_1145,2015-05-06 11:45:00,11:51:00,11:49:00,M1.9,S19E08(2335),0,0
1,gev_20150505_1712,2015-05-05 17:12:00,17:30:00,17:24:00,M2.6,S16E15(2335),0,0
6,gev_20150505_2205,2015-05-05 22:05:00,22:15:00,22:11:00,X2.7,N15E79(2339),0,0
12,gev_20150506_1145,2015-05-06 11:45:00,11:51:00,11:49:00,M1.9,S19E08(2335),0,0
7,gev_20150505_0942,2015-05-05 09:42:00,09:51:00,09:47:00,M1.9,N14E82(2339),0,0
10,gev_20150505_1345,2015-05-05 13:45:00,13:56:00,13:53:00,M1.2,N14E82(2339),0,0
11,gev_20150505_1419,2015-05-05 14:19:00,14:32:00,14:25:00,M1.3,S16E17(2335),0,0
14,gev_20150505_1712,2015-05-05 17:12:00,17:30:00,17:24:00,M2.6,S16E15(2335),0,0
19,gev_20150505_2205,2015-05-05 22:05:00,22:15:00,22:11:00,X2.7,N15E79(2339),0,0
20,gev_20150505_0942,2015-05-05 09:42:00,09:51:00,09:47:00,M1.9,N14E82,0,0
4,gev_20150423_0918,2015-04-23 09:18:00,10:07:00,10:07:00,M1.1,N07W80(2321),0,0
6,gev_20150423_0918,2015-04-23 09:18:00,10:07:00,10:07:00,M1.1,N07W80(2321),0,0
1,gev_20150421_2158,2015-04-21 21:58:00,22:04:00,22:01:00,M1.2,N09W80(2322),0,0
10,gev_20150422_0830,2015-04-22 08:30:00,08:58:00,08:44:00,M1.1,N09W80(2321),0,0
18,gev_20150423_0918,2015-04-23 09:18:00,10:07:00,10:07:00,M1.1,N07W80(2321),0,0
2,gev_20150421_2139,2015-04-21 21:39:00,21:55:00,21:45:00,M1.8,N10W80(2322),0,0
3,gev_20150421_2158,2015-04-21 21:58:00,22:04:00,22:01:00,M1.2,N09W80(2322),0,0
12,gev_20150422_0830,2015-04-22 08:30:00,08:58:00,08:44:00,M1.1,N09W80(2321),0,0
20,gev_20150423_0918,2015-04-23 09:18:00,10:07:00,10:07:00,M1.1,N07W80(2321),0,0
7,gev_20150421_0708,2015-04-21 07:08:00,07:27:00,07:21:00,M1.0,N10W79(2322),0,0
9,gev_20150421_1017,2015-04-21 10:17:00,10:59:00,10:40:00,M2.2,N16E80,0,0
10,gev_20150421_1149,2015-04-21 11:49:00,12:02:00,11:57:00,M2.2,N10W80(2322),0,0
11,gev_20150421_1524,2015-04-21 15:24:00,15:51:00,15:45:00,M4.0,N10W80(2322),0,0
12,gev_20150421_1655,2015-04-21 16:55:00,17:09:00,17:00:00,M2.0,N10W80(2322),0,0
14,gev_20150421_2139,2015-04-21 21:39:00,21:55:00,21:45:00,M1.8,N10W80(2322),0,0
15,gev_20150421_2158,2015-04-21 21:58:00,22:04:00,22:01:00,M1.2,N09W80(2322),0,0
18,gev_20150421_0708,2015-04-21 07:08:00,07:27:00,07:20:00,M1.0,N11W80(2322),0,0
20,gev_20150421_1017,2015-04-21 10:17:00,10:40:00,10:40:00,M2.2,N17E80,0,0
2,gev_20150412_0851,2015-04-12 08:51:00,10:44:00,09:49:00,M1.1,N11E78(2325),0,0
3,gev_20150412_0851,2015-04-12 08:51:00,10:44:00,09:49:00,M1.1,N11E78(2321),0,0
6,gev_20150412_0851,2015-04-12 08:51:00,10:44:00,09:50:00,M1.1,N11E78(2321),0,0
20,gev_20150412_0851,2015-04-12 08:51:00,09:50:00,09:49:00,M1.1,N11E78(2321),0,0
2,gev_20150408_1437,2015-04-08 14:37:00,14:47:00,14:43:00,M1.4,S13W04(2320),0,0
17,gev_20150408_1437,2015-04-08 14:37:00,14:47:00,14:43:00,M1.4,S13W04(2320),0,0
4,gev_20150316_1039,2015-03-16 10:39:00,10:58:00,10:58:00,M1.6,S17W38(2297),0,0
14,gev_20150317_2249,2015-03-17 22:49:00,23:34:00,23:34:00,M1.0,S15W65(2297),0,0
5,gev_20150315_2242,2015-03-15 22:42:00,23:38:00,23:22:00,M1.2,S19W32(2297),0,0
12,gev_20150316_1039,2015-03-16 10:39:00,10:58:00,10:58:00,M1.6,S17W38(2297),0,0
9,gev_20150315_0936,2015-03-15 09:36:00,09:46:00,09:40:00,M1.0,S18W24(2297),0,0
15,gev_20150315_2242,2015-03-15 22:42:00,23:38:00,23:22:00,M1.2,S19W32(2297),0,0
6,gev_20150314_0423,2015-03-14 04:23:00,04:54:00,04:40:00,M1.3,S15W13(2297),0,0
3,gev_20150312_2144,2015-03-12 21:44:00,21:56:00,21:51:00,M2.7,S15E01(2297),0,0
8,gev_20150313_0347,2015-03-13 03:47:00,04:16:00,04:00:00,M1.2,S17E04(2297),0,0
9,gev_20150313_0549,2015-03-13 05:49:00,06:12:00,06:07:00,M1.8,S14W02(2297),0,0
17,gev_20150314_0423,2015-03-14 04:23:00,04:54:00,04:40:00,M1.3,S15W13(2297),0,0
2,gev_20150312_0441,2015-03-12 04:41:00,04:50:00,04:46:00,M3.2,S15E11(2297),0,0
6,gev_20150312_1138,2015-03-12 11:38:00,11:50:00,11:50:00,M1.6,S17E11(2297),0,0
7,gev_20150312_1209,2015-03-12 12:09:00,12:18:00,12:14:00,M1.4,S18E05(2297),0,0
8,gev_20150312_1350,2015-03-12 13:50:00,14:13:00,14:08:00,M4.2,S15E06(2297),0,0
12,gev_20150312_2144,2015-03-12 21:44:00,21:56:00,21:51:00,M2.7,S15E01(2297),0,0
17,gev_20150313_0347,2015-03-13 03:47:00,04:16:00,04:01:00,M1.2,S17E03(2297),0,0
18,gev_20150313_0549,2015-03-13 05:49:00,06:12:00,06:07:00,M1.8,S14W02(2297),0,0
4,gev_20150311_0710,2015-03-11 07:10:00,07:43:00,07:18:00,M1.8,S82E06,0,0
5,gev_20150311_0751,2015-03-11 07:51:00,08:03:00,07:57:00,M2.6,S15E23(2297),0,0
11,gev_20150311_1611,2015-03-11 16:11:00,16:29:00,16:22:00,X2.1,S17E22(2297),0,0
12,gev_20150311_1837,2015-03-11 18:37:00,18:57:00,18:51:00,M1.0,S15E18(2297),0,0
17,gev_20150312_0441,2015-03-12 04:41:00,04:50:00,04:46:00,M3.2,S15E11(2297),0,0
10,gev_20150310_2346,2015-03-10 23:46:00,00:06:00,00:02:00,M2.9,S15E28(2297),0,0
18,gev_20150311_0710,2015-03-11 07:10:00,07:43:00,07:18:00,M1.8,S82E06,0,0
19,gev_20150311_0751,2015-03-11 07:51:00,08:03:00,07:57:00,M2.6,S15E23(2297),0,0
7,gev_20150309_1422,2015-03-09 14:22:00,14:37:00,14:33:00,M4.5,S16E48(2297),0,0
14,gev_20150309_2329,2015-03-09 23:29:00,00:12:00,23:53:00,M5.8,S19E46(2297),0,0
15,gev_20150310_0319,2015-03-10 03:19:00,03:28:00,03:24:00,M5.1,S15E39(2297),0,0
10,gev_20150307_2145,2015-03-07 21:45:00,22:58:00,22:22:00,M9.2,S19E74(2297),0,0
5,gev_20150305_1706,2015-03-05 17:06:00,18:11:00,18:11:00,M1.2,S14E88(2297),0,0
8,gev_20150306_0414,2015-03-06 04:14:00,04:57:00,04:57:00,M3.0,S20E87(2297),0,0
9,gev_20150306_0655,2015-03-06 06:55:00,08:28:00,08:15:00,M1.5,S20E87(2297),0,0
20,gev_20150307_2145,2015-03-07 21:45:00,22:58:00,22:22:00,M9.2,S19E74(2297),0,0
8,gev_20150305_1706,2015-03-05 17:06:00,18:11:00,18:11:00,M1.2,S14E88(2297),0,0
11,gev_20150306_0414,2015-03-06 04:14:00,04:57:00,04:57:00,M3.0,S20E87(2297),0,0
12,gev_20150306_0655,2015-03-06 06:55:00,08:28:00,08:15:00,M1.5,S20E87(2297),0,0
1,gev_20150302_1921,2015-03-02 19:21:00,19:36:00,19:31:00,M4.1,N19W87(2290),0,0
4,gev_20150303_0125,2015-03-03 01:25:00,01:42:00,01:35:00,M8.2,N20W86(2290),0,0
17,gev_20150305_1706,2015-03-05 17:06:00,18:11:00,18:11:00,M1.2,S14E88,0,0
20,gev_20150306_0414,2015-03-06 04:14:00,04:57:00,04:57:00,M3.0,S20E87,0,0
4,gev_20150302_1510,2015-03-02 15:10:00,15:37:00,15:28:00,M3.7,N21W86(2290),0,0
6,gev_20150302_1921,2015-03-02 19:21:00,19:36:00,19:31:00,M4.1,N19W87(2290),0,0
9,gev_20150303_0125,2015-03-03 01:25:00,01:42:00,01:35:00,M8.2,N20W86(2290),0,0
3,gev_20150302_0852,2015-03-02 08:52:00,09:58:00,09:48:00,M1.1,N20W86(2290),0,0
5,gev_20150302_0937,2015-03-02 09:37:00,09:58:00,09:48:00,M1.1,N20W86(2290),0,0
9,gev_20150302_1510,2015-03-02 15:10:00,15:37:00,15:28:00,M3.7,N21W86(2290),0,0
11,gev_20150302_1921,2015-03-02 19:21:00,19:36:00,19:31:00,M4.1,N19W87(2290),0,0
14,gev_20150303_0125,2015-03-03 01:25:00,01:42:00,01:35:00,M8.2,N20W86(2290),0,0
4,gev_20150302_0631,2015-03-02 06:31:00,06:44:00,06:39:00,M1.0,N22W86(2290),0,0
8,gev_20150302_0852,2015-03-02 08:52:00,09:58:00,09:48:00,M1.1,N20W86(2290),0,0
10,gev_20150302_0937,2015-03-02 09:37:00,09:58:00,09:48:00,M1.1,N20W86(2290),0,0
14,gev_20150302_1510,2015-03-02 15:10:00,15:37:00,15:28:00,M3.7,N21W86(2290),0,0
16,gev_20150302_1921,2015-03-02 19:21:00,19:36:00,19:31:00,M4.1,N19W87(2290),0,0
19,gev_20150303_0125,2015-03-03 01:25:00,01:42:00,01:35:00,M8.2,N20W86(2290),0,0
16,gev_20150302_0631,2015-03-02 06:31:00,06:44:00,06:39:00,M1.0,N22W86(2290),0,0
20,gev_20150302_0852,2015-03-02 08:52:00,09:58:00,09:48:00,M1.1,N20W86(2290),0,0
2,gev_20150209_2219,2015-02-09 22:19:00,23:35:00,23:35:00,M2.4,N12E61(2282),0,0
4,gev_20150209_2259,2015-02-09 22:59:00,00:14:00,23:35:00,M2.4,N12E61(2282),0,0
6,gev_20150209_2219,2015-02-09 22:19:00,23:35:00,23:35:00,M2.4,N12E61(2282),0,0
8,gev_20150209_2259,2015-02-09 22:59:00,00:14:00,23:35:00,M2.4,N12E61(2282),0,0
8,gev_20150209_2219,2015-02-09 22:19:00,23:35:00,23:35:00,M2.4,N12E61(2282),0,0
10,gev_20150209_2259,2015-02-09 22:59:00,00:14:00,23:35:00,M2.4,N12E61(2282),0,0
14,gev_20150209_2219,2015-02-09 22:19:00,23:35:00,23:35:00,M2.4,N12E61(2282),0,0
16,gev_20150209_2259,2015-02-09 22:59:00,00:14:00,23:35:00,M2.4,N12E61(2282),0,0
17,gev_20150209_2219,2015-02-09 22:19:00,23:35:00,23:35:00,M2.4,N12E61(2282),0,0
2,gev_20150204_0208,2015-02-04 02:08:00,02:21:00,02:15:00,M1.2,N08W10(2277),0,0
10,gev_20150204_0208,2015-02-04 02:08:00,02:21:00,02:15:00,M1.2,N08W10(2277),0,0
15,gev_20150204_0208,2015-02-04 02:08:00,02:21:00,02:15:00,M1.2,N08W10(2277),0,0
18,gev_20150204_0208,2015-02-04 02:08:00,02:21:00,02:15:00,M1.2,N08W10(2277),0,0
19,gev_20150204_0208,2015-02-04 02:08:00,02:21:00,02:15:00,M1.2,N08W10(2277),0,0
1,gev_20150130_0529,2015-01-30 05:29:00,06:35:00,05:36:00,M1.7,S12W19(2268),0,0
3,gev_20150130_1210,2015-01-30 12:10:00,12:21:00,12:16:00,M2.4,N07E52(2277),0,0
10,gev_20150130_0032,2015-01-30 00:32:00,00:44:00,00:44:00,M2.0,S13W16(2268),0,0
12,gev_20150130_0529,2015-01-30 05:29:00,06:35:00,05:36:00,M1.7,S12W19(2268),0,0
14,gev_20150130_1210,2015-01-30 12:10:00,12:21:00,12:16:00,M2.4,N07E52(2277),0,0
3,gev_20150129_1132,2015-01-29 11:32:00,11:52:00,11:42:00,M2.1,S12W09(2268),0,0
13,gev_20150130_0032,2015-01-30 00:32:00,00:44:00,00:44:00,M2.0,S13W16(2268),0,0
15,gev_20150130_0529,2015-01-30 05:29:00,06:35:00,05:36:00,M1.7,S12W19(2268),0,0
17,gev_20150130_1210,2015-01-30 12:10:00,12:21:00,12:16:00,M2.4,N07E52(2277),0,0
7,gev_20150129_1132,2015-01-29 11:32:00,11:52:00,11:42:00,M2.1,S12W09(2268),0,0
17,gev_20150130_0032,2015-01-30 00:32:00,00:44:00,00:44:00,M2.0,S13W16(2268),0,0
19,gev_20150130_0529,2015-01-30 05:29:00,06:35:00,05:36:00,M1.7,S12W19(2268),0,0
6,gev_20150128_0421,2015-01-28 04:21:00,04:55:00,04:41:00,M1.4,S10E08(2268),0,0
11,gev_20150128_2132,2015-01-28 21:32:00,21:40:00,21:37:00,M1.0,N07E74(2277),0,0
10,gev_20150126_1646,2015-01-26 16:46:00,16:58:00,16:53:00,M1.1,S09E32(2268),0,0
18,gev_20150128_0421,2015-01-28 04:21:00,04:55:00,04:41:00,M1.4,S10E08(2268),0,0
17,gev_20150126_1646,2015-01-26 16:46:00,16:58:00,16:53:00,M1.1,S09E32(2268),0,0
4,gev_20150122_0443,2015-01-22 04:43:00,05:02:00,04:52:00,M1.4,S11E89(2268),0,0
12,gev_20150122_0443,2015-01-22 04:43:00,05:02:00,04:52:00,M1.4,S11E89(2268),0,0
18,gev_20150122_0443,2015-01-22 04:43:00,05:02:00,04:52:00,M1.4,S11E89,0,0
5,gev_20150114_1230,2015-01-14 12:30:00,13:08:00,12:58:00,M2.2,N08W89(2257),0,0
7,gev_20150114_1230,2015-01-14 12:30:00,13:08:00,12:58:00,M2.2,N08W89(2257),0,0
9,gev_20150114_1230,2015-01-14 12:30:00,13:08:00,12:58:00,M2.2,N08W89(2257),0,0
10,gev_20150114_1230,2015-01-14 12:30:00,13:08:00,12:58:00,M2.2,N08W89(2257),0,0
14,gev_20150114_1230,2015-01-14 12:30:00,13:08:00,12:58:00,M2.2,N08W89(2257),0,0
6,gev_20150113_0413,2015-01-13 04:13:00,04:38:00,04:24:00,M5.6,N06W70(2257),0,0
7,gev_20150113_0446,2015-01-13 04:46:00,05:10:00,04:58:00,M4.9,N05W76(2257),0,0
19,gev_20150113_0413,2015-01-13 04:13:00,04:38:00,04:24:00,M5.6,N06W70(2257),0,0
20,gev_20150113_0446,2015-01-13 04:46:00,05:10:00,04:58:00,M4.9,N05W76(2257),0,0
1,gev_20150104_1518,2015-01-04 15:18:00,15:53:00,15:36:00,M1.3,S05E01(2253),0,0
2,gev_20150103_0940,2015-01-03 09:40:00,09:50:00,09:47:00,M1.1,S05E16(2253),0,0
10,gev_20150104_1518,2015-01-04 15:18:00,15:53:00,15:35:00,M1.3,S05E01(2253),0,0
8,gev_20150103_0940,2015-01-03 09:40:00,09:50:00,09:47:00,M1.1,S05E16(2253),0,0
16,gev_20150104_1518,2015-01-04 15:18:00,15:53:00,15:36:00,M1.3,S05E01(2253),0,0
13,gev_20150103_0940,2015-01-03 09:40:00,09:50:00,09:47:00,M1.1,S05E16(2253),0,0
19,gev_20150103_0940,2015-01-03 09:40:00,09:50:00,09:47:00,M1.1,S05E16(2253),0,0
5,gev_20141227_0203,2014-12-27 02:03:00,02:24:00,02:16:00,M2.2,S10W48(2249),0,0
7,gev_20141227_0203,2014-12-27 02:03:00,02:24:00,02:16:00,M2.2,S10W48(2249),0,0
8,gev_20141227_0203,2014-12-27 02:03:00,02:24:00,02:16:00,M2.2,S10W48(2249),0,0
16,gev_20141227_0203,2014-12-27 02:03:00,02:24:00,02:16:00,M2.2,S10W48(2249),0,0
19,gev_20141227_0203,2014-12-27 02:03:00,02:24:00,02:16:00,M2.2,S10W48(2249),0,0
2,gev_20141222_0133,2014-12-22 01:33:00,01:59:00,01:49:00,M1.0,S18W60(2242),0,0
1,gev_20141221_0718,2014-12-21 07:18:00,07:32:00,07:32:00,M1.2,S18W50(2242),0,0
2,gev_20141221_1124,2014-12-21 11:24:00,12:57:00,12:17:00,M1.0,S13W25(2241),0,0
6,gev_20141222_0133,2014-12-22 01:33:00,01:59:00,01:49:00,M1.0,S18W60(2242),0,0
9,gev_20141221_0718,2014-12-21 07:18:00,07:32:00,07:32:00,M1.2,S18W50(2242),0,0
10,gev_20141221_1124,2014-12-21 11:24:00,12:57:00,12:17:00,M1.0,S13W25(2241),0,0
14,gev_20141222_0133,2014-12-22 01:33:00,01:59:00,01:49:00,M1.0,S18W60(2242),0,0
5,gev_20141220_0011,2014-12-20 00:11:00,00:55:00,00:28:00,X1.8,S19W29(2242),0,0
14,gev_20141221_0718,2014-12-21 07:18:00,07:32:00,07:32:00,M1.2,S18W50(2242),0,0
15,gev_20141221_1124,2014-12-21 11:24:00,12:57:00,12:17:00,M1.0,S13W25(2241),0,0
19,gev_20141222_0133,2014-12-22 01:33:00,01:59:00,01:49:00,M1.0,S18W60(2242),0,0
2,gev_20141219_0931,2014-12-19 09:31:00,09:54:00,09:44:00,M1.3,S16W29(2237),0,0
11,gev_20141220_0011,2014-12-20 00:11:00,00:55:00,00:28:00,X1.8,S19W29(2242),0,0
20,gev_20141221_0718,2014-12-21 07:18:00,07:32:00,07:32:00,M1.2,S18W50(2242),0,0
8,gev_20141218_2141,2014-12-18 21:41:00,22:25:00,21:58:00,M6.9,S11E10(2241),0,0
11,gev_20141219_0931,2014-12-19 09:31:00,09:54:00,09:44:00,M1.3,S16W29(2237),0,0
20,gev_20141220_0011,2014-12-20 00:11:00,00:55:00,00:27:00,X1.8,S18W29(2242),0,0
1,gev_20141217_0057,2014-12-17 00:57:00,01:20:00,01:10:00,M1.5,S20E08(2242),0,0
2,gev_20141217_0141,2014-12-17 01:41:00,01:57:00,01:50:00,M1.1,S11E37(2241),0,0
3,gev_20141217_0425,2014-12-17 04:25:00,05:20:00,04:50:00,M8.7,S19E08(2242),0,0
6,gev_20141217_1854,2014-12-17 18:54:00,19:20:00,19:01:00,M1.4,S10E23(2241),0,0
17,gev_20141218_2141,2014-12-18 21:41:00,22:25:00,21:58:00,M6.9,S11E10(2241),0,0
20,gev_20141219_0931,2014-12-19 09:31:00,09:54:00,09:44:00,M1.3,S16W29(2237),0,0
10,gev_20141217_0057,2014-12-17 00:57:00,01:20:00,01:10:00,M1.5,S20E08(2242),0,0
11,gev_20141217_0141,2014-12-17 01:41:00,01:57:00,01:50:00,M1.1,S11E37(2241),0,0
12,gev_20141217_0425,2014-12-17 04:25:00,05:20:00,04:51:00,M8.7,S18E08(2242),0,0
15,gev_20141217_1854,2014-12-17 18:54:00,19:20:00,19:01:00,M1.4,S10E23(2241),0,0
18,gev_20141217_0057,2014-12-17 00:57:00,01:20:00,01:10:00,M1.5,S20E08(2242),0,0
19,gev_20141217_0141,2014-12-17 01:41:00,01:57:00,01:50:00,M1.1,S11E37(2241),0,0
20,gev_20141217_0425,2014-12-17 04:25:00,05:20:00,04:51:00,M8.7,S18E08(2242),0,0
9,gev_20141214_1925,2014-12-14 19:25:00,19:39:00,19:33:00,M1.6,S20E44(2242),0,0
13,gev_20141214_1925,2014-12-14 19:25:00,19:39:00,19:33:00,M1.6,S20E44(2242),0,0
10,gev_20141213_0513,2014-12-13 05:13:00,05:25:00,05:20:00,M1.5,S09E84,0,0
18,gev_20141213_0513,2014-12-13 05:13:00,05:25:00,05:20:00,M1.5,S09E84,0,0
3,gev_20141205_1133,2014-12-05 11:33:00,12:47:00,12:25:00,M1.5,S23W41(2222),0,0
7,gev_20141205_1133,2014-12-05 11:33:00,12:47:00,12:25:00,M1.5,S23W41(2222),0,0
6,gev_20141204_1805,2014-12-04 18:05:00,18:56:00,18:25:00,M6.1,S20W31(2222),0,0
7,gev_20141204_1938,2014-12-04 19:38:00,19:44:00,19:41:00,M1.3,S21W28(2222),0,0
14,gev_20141205_1133,2014-12-05 11:33:00,12:47:00,12:25:00,M1.5,S23W41(2222),0,0
7,gev_20141204_0800,2014-12-04 08:00:00,08:21:00,08:10:00,M1.3,S20W26(2222),0,0
13,gev_20141204_1805,2014-12-04 18:05:00,18:56:00,18:25:00,M6.1,S20W31(2222),0,0
14,gev_20141204_1938,2014-12-04 19:38:00,19:44:00,19:41:00,M1.3,S21W28(2222),0,0
19,gev_20141204_0800,2014-12-04 08:00:00,08:21:00,08:10:00,M1.3,S20W26(2222),0,0
15,gev_20141201_0626,2014-12-01 06:26:00,06:59:00,06:41:00,M1.8,S22E17(2222),0,0
20,gev_20141201_0626,2014-12-01 06:26:00,06:59:00,06:41:00,M1.8,S22E17(2222),0,0
5,gev_20141116_1735,2014-11-16 17:35:00,17:57:00,17:48:00,M5.7,S12E46(2209),0,0
5,gev_20141115_1140,2014-11-15 11:40:00,12:10:00,12:03:00,M3.2,S11E62(2214),0,0
6,gev_20141115_2038,2014-11-15 20:38:00,20:50:00,20:46:00,M3.7,S14E63(2214),0,0
14,gev_20141116_1735,2014-11-16 17:35:00,17:57:00,17:48:00,M5.7,S12E46(2214),0,0
7,gev_20141115_1140,2014-11-15 11:40:00,12:10:00,12:03:00,M3.2,S11E62(2214),0,0
8,gev_20141115_2038,2014-11-15 20:38:00,20:50:00,20:46:00,M3.7,S14E63(2214),0,0
