Events,EName,Start,Stop,peak,GOES Class,Derived Position,flare_24h,longitude
9,gev_20120314_1508,2012-03-14 15:08:00,15:36:00,15:21:00,M2.8,N13E05(1432),0,0
12,gev_20120315_0723,2012-03-15 07:23:00,08:08:00,07:52:00,M1.8,N14W03(1432),0,0
26,gev_20120317_2032,2012-03-17 20:32:00,20:42:00,20:39:00,M1.3,S20W25(1434),0,0
14,gev_20120313_1712,2012-03-13 17:12:00,17:41:00,17:30:00,M7.9,N17W66(1430),0,0
15,gev_20120314_1508,2012-03-14 15:08:00,15:36:00,15:21:00,M2.8,N13E05(1432),0,0
18,gev_20120315_0723,2012-03-15 07:23:00,08:08:00,07:52:00,M1.8,N14W03(1432),0,0
10,gev_20120310_1715,2012-03-10 17:15:00,18:30:00,17:44:00,M8.4,N17W24(1429),0,0
24,gev_20120313_1712,2012-03-13 17:12:00,17:41:00,17:30:00,M7.9,N17W66(1430),0,0
25,gev_20120314_1508,2012-03-14 15:08:00,15:36:00,15:21:00,M2.8,N13E05(1432),0,0
28,gev_20120315_0723,2012-03-15 07:23:00,08:08:00,07:52:00,M1.8,N14W03(1432),0,0
5,gev_20120309_0322,2012-03-09 03:22:00,04:18:00,03:53:00,M6.3,N15W03(1429),0,0
21,gev_20120310_1715,2012-03-10 17:15:00,18:30:00,17:44:00,M8.4,N17W24(1429),0,0
35,gev_20120313_1712,2012-03-13 17:12:00,17:41:00,17:30:00,M7.9,N17W66(1430),0,0
36,gev_20120314_1508,2012-03-14 15:08:00,15:36:00,15:21:00,M2.8,N13E05(1432),0,0
10,gev_20120309_0322,2012-03-09 03:22:00,04:18:00,03:53:00,M6.3,N15W03(1429),0,0
26,gev_20120310_1715,2012-03-10 17:15:00,18:30:00,17:44:00,M8.4,N17W24(1429),0,0
40,gev_20120313_1712,2012-03-13 17:12:00,17:41:00,17:30:00,M7.9,N17W66(1430),0,0
11,gev_20120309_0322,2012-03-09 03:22:00,04:18:00,03:53:00,M6.3,N15W03(1429),0,0
27,gev_20120310_1715,2012-03-10 17:15:00,18:30:00,17:44:00,M8.4,N17W24(1429),0,0
1,gev_20120307_0002,2012-03-07 00:02:00,00:40:00,00:24:00,X5.4,N18E31(1429),0,0
2,gev_20120307_0105,2012-03-07 01:05:00,01:23:00,01:14:00,X1.3,N15E26(1429),0,0
15,gev_20120309_0322,2012-03-09 03:22:00,04:18:00,03:53:00,M6.3,N15W03(1429),0,0
31,gev_20120310_1715,2012-03-10 17:15:00,18:30:00,17:44:00,M8.4,N17W24(1429),0,0
1,gev_20120306_0752,2012-03-06 07:52:00,08:00:00,07:55:00,M1.0,N17E40(1429),0,0
3,gev_20120306_1223,2012-03-06 12:23:00,12:54:00,12:41:00,M2.1,N21E40(1429),0,0
7,gev_20120306_2104,2012-03-06 21:04:00,21:14:00,21:11:00,M1.3,N16E30(1429),0,0
9,gev_20120306_2249,2012-03-06 22:49:00,23:11:00,22:53:00,M1.0,N19E32(1429),0,0
10,gev_20120307_0002,2012-03-07 00:02:00,00:40:00,00:24:00,X5.4,N18E31(1429),0,0
11,gev_20120307_0105,2012-03-07 01:05:00,01:23:00,01:14:00,X1.3,N15E26(1429),0,0
24,gev_20120309_0322,2012-03-09 03:22:00,04:18:00,03:53:00,M6.3,N15W03(1429),0,0
40,gev_20120310_1715,2012-03-10 17:15:00,18:30:00,17:44:00,M8.4,N17W24(1429),0,0
4,gev_20120306_0752,2012-03-06 07:52:00,08:00:00,07:55:00,M1.0,N17E40(1429),0,0
6,gev_20120306_1223,2012-03-06 12:23:00,12:54:00,12:41:00,M2.1,N21E40(1429),0,0
10,gev_20120306_2104,2012-03-06 21:04:00,21:14:00,21:11:00,M1.3,N16E30(1429),0,0
12,gev_20120306_2249,2012-03-06 22:49:00,23:11:00,22:53:00,M1.0,N19E32(1429),0,0
13,gev_20120307_0002,2012-03-07 00:02:00,00:40:00,00:24:00,X5.4,N18E31(1429),0,0
14,gev_20120307_0105,2012-03-07 01:05:00,01:23:00,01:14:00,X1.3,N15E26(1429),0,0
27,gev_20120309_0322,2012-03-09 03:22:00,04:18:00,03:53:00,M6.3,N15W03(1429),0,0
2,gev_20120305_2226,2012-03-05 22:26:00,22:42:00,22:34:00,M1.3,N16E43(1429),0,0
6,gev_20120306_0022,2012-03-06 00:22:00,00:31:00,00:28:00,M1.3,N16E42(1429),0,0
8,gev_20120306_0136,2012-03-06 01:36:00,01:50:00,01:44:00,M1.2,N16E41(1429),0,0
11,gev_20120306_0401,2012-03-06 04:01:00,04:08:00,04:05:00,M1.0,N16E39(1429),0,0
16,gev_20120306_0752,2012-03-06 07:52:00,08:00:00,07:55:00,M1.0,N17E40(1429),0,0
18,gev_20120306_1223,2012-03-06 12:23:00,12:54:00,12:41:00,M2.1,N21E40(1429),0,0
22,gev_20120306_2104,2012-03-06 21:04:00,21:14:00,21:11:00,M1.3,N16E30(1429),0,0
24,gev_20120306_2249,2012-03-06 22:49:00,23:11:00,22:53:00,M1.0,N19E32(1429),0,0
25,gev_20120307_0002,2012-03-07 00:02:00,00:40:00,00:24:00,X5.4,N18E31(1429),0,0
26,gev_20120307_0105,2012-03-07 01:05:00,01:23:00,01:14:00,X1.3,N15E26(1429),0,0
39,gev_20120309_0322,2012-03-09 03:22:00,04:18:00,03:53:00,M6.3,N15W03(1429),0,0
10,gev_20120305_1910,2012-03-05 19:10:00,19:21:00,19:16:00,M2.1,N16E45(1429),0,0
11,gev_20120305_1927,2012-03-05 19:27:00,19:32:00,19:30:00,M1.8,N16E45(1429),0,0
13,gev_20120305_2226,2012-03-05 22:26:00,22:42:00,22:34:00,M1.3,N16E43(1429),0,0
17,gev_20120306_0022,2012-03-06 00:22:00,00:31:00,00:28:00,M1.3,N16E42(1429),0,0
19,gev_20120306_0136,2012-03-06 01:36:00,01:50:00,01:44:00,M1.2,N16E41(1429),0,0
22,gev_20120306_0401,2012-03-06 04:01:00,04:08:00,04:05:00,M1.0,N16E39(1429),0,0
27,gev_20120306_0752,2012-03-06 07:52:00,08:00:00,07:55:00,M1.0,N17E40(1429),0,0
29,gev_20120306_1223,2012-03-06 12:23:00,12:54:00,12:41:00,M2.1,N21E40(1429),0,0
33,gev_20120306_2104,2012-03-06 21:04:00,21:14:00,21:11:00,M1.3,N16E30(1429),0,0
35,gev_20120306_2249,2012-03-06 22:49:00,23:11:00,22:53:00,M1.0,N19E32(1429),0,0
36,gev_20120307_0002,2012-03-07 00:02:00,00:40:00,00:24:00,X5.4,N18E31(1429),0,0
37,gev_20120307_0105,2012-03-07 01:05:00,01:23:00,01:14:00,X1.3,N15E26(1429),0,0
2,gev_20120305_0230,2012-03-05 02:30:00,04:43:00,04:05:00,X1.1,N19E58(1429),0,0
12,gev_20120305_1910,2012-03-05 19:10:00,19:21:00,19:16:00,M2.1,N16E45(1429),0,0
13,gev_20120305_1927,2012-03-05 19:27:00,19:32:00,19:30:00,M1.8,N16E45(1429),0,0
15,gev_20120305_2226,2012-03-05 22:26:00,22:42:00,22:34:00,M1.3,N16E43(1429),0,0
19,gev_20120306_0022,2012-03-06 00:22:00,00:31:00,00:28:00,M1.3,N16E42(1429),0,0
21,gev_20120306_0136,2012-03-06 01:36:00,01:50:00,01:44:00,M1.2,N16E41(1429),0,0
24,gev_20120306_0401,2012-03-06 04:01:00,04:08:00,04:05:00,M1.0,N16E39(1429),0,0
29,gev_20120306_0752,2012-03-06 07:52:00,08:00:00,07:55:00,M1.0,N17E40(1429),0,0
31,gev_20120306_1223,2012-03-06 12:23:00,12:54:00,12:41:00,M2.1,N21E40(1429),0,0
35,gev_20120306_2104,2012-03-06 21:04:00,21:14:00,21:11:00,M1.3,N16E30(1429),0,0
37,gev_20120306_2249,2012-03-06 22:49:00,23:11:00,22:53:00,M1.0,N19E32(1429),0,0
38,gev_20120307_0002,2012-03-07 00:02:00,00:40:00,00:24:00,X5.4,N18E31(1429),0,0
39,gev_20120307_0105,2012-03-07 01:05:00,01:23:00,01:14:00,X1.3,N15E26(1429),0,0
17,gev_20120302_1729,2012-03-02 17:29:00,18:07:00,17:46:00,M3.3,N18E87(1429),0,0
31,gev_20120304_1029,2012-03-04 10:29:00,12:16:00,10:52:00,M2.0,N16E65(1429),0,0
34,gev_20120305_0230,2012-03-05 02:30:00,04:43:00,04:05:00,X1.1,N19E58(1429),0,0
19,gev_20120302_1729,2012-03-02 17:29:00,18:07:00,17:46:00,M3.3,N18E87(1429),0,0
27,gev_20120302_1729,2012-03-02 17:29:00,18:07:00,17:46:00,M3.3,N18E87,0,0
5,gev_20120206_1931,2012-02-06 19:31:00,20:17:00,20:00:00,M1.0,N19W62(1410),0,0
15,gev_20120206_1931,2012-02-06 19:31:00,20:17:00,20:00:00,M1.0,N19W62(1410),0,0
16,gev_20120206_1931,2012-02-06 19:31:00,20:17:00,20:00:00,M1.0,N19W62(1410),0,0
20,gev_20120206_1931,2012-02-06 19:31:00,20:17:00,20:00:00,M1.0,N19W62(1410),0,0
24,gev_20120206_1931,2012-02-06 19:31:00,20:17:00,20:00:00,M1.0,N19W62(1410),0,0
6,gev_20120127_1737,2012-01-27 17:37:00,18:56:00,18:37:00,X1.7,N33W85(1402),0,0
14,gev_20120127_1737,2012-01-27 17:37:00,18:56:00,18:37:00,X1.7,N33W85(1402),0,0
17,gev_20120127_1737,2012-01-27 17:37:00,18:56:00,18:37:00,X1.7,N33W85(1402),0,0
22,gev_20120127_1737,2012-01-27 17:37:00,18:56:00,18:37:00,X1.7,N33W85(1402),0,0
2,gev_20120123_0338,2012-01-23 03:38:00,03:59:00,03:59:00,M8.7,N33W21(1402),0,0
25,gev_20120127_1737,2012-01-27 17:37:00,18:56:00,18:37:00,X1.7,N33W85(1402),0,0
9,gev_20120123_0338,2012-01-23 03:38:00,03:59:00,03:59:00,M8.7,N33W21(1402),0,0
32,gev_20120127_1737,2012-01-27 17:37:00,18:56:00,18:37:00,X1.7,N33W85(1402),0,0
12,gev_20120123_0338,2012-01-23 03:38:00,03:59:00,03:59:00,M8.7,N33W21(1402),0,0
16,gev_20120123_0338,2012-01-23 03:38:00,03:59:00,03:59:00,M8.7,N33W21(1402),0,0
5,gev_20120119_1343,2012-01-19 13:43:00,16:30:00,15:30:00,M2.6,N32E27(1402),0,0
6,gev_20120119_1344,2012-01-19 13:44:00,17:50:00,16:05:00,M3.2,N32E27(1402),0,0
22,gev_20120123_0338,2012-01-23 03:38:00,03:59:00,03:59:00,M8.7,N33W21(1402),0,0
7,gev_20120118_1904,2012-01-18 19:04:00,19:27:00,19:12:00,M1.7,N17E32(1401),0,0
13,gev_20120119_1343,2012-01-19 13:43:00,16:30:00,15:30:00,M2.6,N32E27(1402),0,0
14,gev_20120119_1344,2012-01-19 13:44:00,17:50:00,16:05:00,M3.2,N32E27(1402),0,0
30,gev_20120123_0338,2012-01-23 03:38:00,03:59:00,03:59:00,M8.7,N33W21(1402),0,0
1,gev_20120117_0441,2012-01-17 04:41:00,05:07:00,04:53:00,M1.0,N18E53(1401),0,0
11,gev_20120118_1904,2012-01-18 19:04:00,19:27:00,19:12:00,M1.7,N17E32(1409),0,0
17,gev_20120119_1343,2012-01-19 13:43:00,16:30:00,15:30:00,M2.6,N32E27(1402),0,0
18,gev_20120119_1344,2012-01-19 13:44:00,17:50:00,16:05:00,M3.2,N32E27(1402),0,0
34,gev_20120123_0338,2012-01-23 03:38:00,03:59:00,03:59:00,M8.7,N33W21(),0,0
9,gev_20120117_0441,2012-01-17 04:41:00,05:07:00,04:53:00,M1.0,N18E53(1409),0,0
19,gev_20120118_1904,2012-01-18 19:04:00,19:27:00,19:12:00,M1.7,N17E32(1401),0,0
25,gev_20120119_1343,2012-01-19 13:43:00,16:30:00,15:30:00,M2.6,N32E27(1402),0,0
26,gev_20120119_1344,2012-01-19 13:44:00,17:50:00,16:05:00,M3.2,N32E27(1402),0,0
14,gev_20120117_0441,2012-01-17 04:41:00,05:07:00,04:53:00,M1.0,N18E53(1401),0,0
24,gev_20120118_1904,2012-01-18 19:04:00,19:27:00,19:12:00,M1.7,N17E32(1401),0,0
30,gev_20120119_1343,2012-01-19 13:43:00,16:30:00,15:30:00,M2.6,N32E27(1402),0,0
31,gev_20120119_1344,2012-01-19 13:44:00,17:50:00,16:05:00,M3.2,N32E27(1402),0,0
4,gev_20120114_1314,2012-01-14 13:14:00,13:20:00,13:18:00,M1.4,N14E88(1401),0,0
21,gev_20120117_0441,2012-01-17 04:41:00,05:07:00,04:53:00,M1.0,N18E53(1401),0,0
31,gev_20120118_1904,2012-01-18 19:04:00,19:27:00,19:12:00,M1.7,N17E32(1401),0,0
37,gev_20120119_1343,2012-01-19 13:43:00,16:30:00,15:30:00,M2.6,N32E27(1402),0,0
38,gev_20120119_1344,2012-01-19 13:44:00,17:50:00,16:05:00,M3.2,N32E27(1402),0,0
7,gev_20120114_1314,2012-01-14 13:14:00,13:20:00,13:18:00,M1.4,N14E88(1401),0,0
24,gev_20120117_0441,2012-01-17 04:41:00,05:07:00,04:53:00,M1.0,N18E53(1401),0,0
34,gev_20120118_1904,2012-01-18 19:04:00,19:27:00,19:12:00,M1.7,N17E32(1401),0,0
13,gev_20120114_1314,2012-01-14 13:14:00,13:20:00,13:18:00,M1.4,N14E88(1401),0,0
30,gev_20120117_0441,2012-01-17 04:41:00,05:07:00,04:53:00,M1.0,N18E53(1401),0,0
22,gev_20120114_1314,2012-01-14 13:14:00,13:20:00,13:18:00,M1.4,N14E88(1401),0,0
39,gev_20120117_0441,2012-01-17 04:41:00,05:07:00,04:53:00,M1.0,N18E53(1401),0,0
26,gev_20120114_1314,2012-01-14 13:14:00,13:20:00,13:18:00,M1.4,N14E88(1401),0,0
33,gev_20120114_1314,2012-01-14 13:14:00,13:20:00,13:18:00,M1.4,N14E88(1401),0,0
1,gev_20111231_1309,2011-12-31 13:09:00,13:19:00,13:15:00,M2.4,S25E46(1389),0,0
3,gev_20111231_1616,2011-12-31 16:16:00,16:34:00,16:26:00,M1.5,S25E42(1389),0,0
1,gev_20111230_0303,2011-12-30 03:03:00,03:13:00,03:09:00,M1.2,S25E65(1389),0,0
14,gev_20111231_1309,2011-12-31 13:09:00,13:19:00,13:15:00,M2.4,S25E46(1389),0,0
16,gev_20111231_1616,2011-12-31 16:16:00,16:34:00,16:26:00,M1.5,S25E42(1389),0,0
4,gev_20111229_2143,2011-12-29 21:43:00,21:59:00,21:51:00,M2.0,S25E67(1389),0,0
6,gev_20111230_0303,2011-12-30 03:03:00,03:13:00,03:09:00,M1.2,S25E65(1389),0,0
19,gev_20111231_1309,2011-12-31 13:09:00,13:19:00,13:15:00,M2.4,S25E46(1389),0,0
21,gev_20111231_1616,2011-12-31 16:16:00,16:34:00,16:26:00,M1.5,S25E42(1389),0,0
7,gev_20111229_2143,2011-12-29 21:43:00,21:59:00,21:51:00,M2.0,S25E67(1389),0,0
9,gev_20111230_0303,2011-12-30 03:03:00,03:13:00,03:09:00,M1.2,S25E65(1389),0,0
22,gev_20111231_1309,2011-12-31 13:09:00,13:19:00,13:15:00,M2.4,S25E46(1389),0,0
24,gev_20111231_1616,2011-12-31 16:16:00,16:34:00,16:26:00,M1.5,S25E42(1389),0,0
5,gev_20111229_1340,2011-12-29 13:40:00,14:01:00,13:50:00,M1.9,S25E70(1389),0,0
12,gev_20111229_2143,2011-12-29 21:43:00,21:59:00,21:51:00,M2.0,S25E67(1389),0,0
14,gev_20111230_0303,2011-12-30 03:03:00,03:13:00,03:09:00,M1.2,S25E65(1389),0,0
27,gev_20111231_1309,2011-12-31 13:09:00,13:19:00,13:15:00,M2.4,S25E46(1389),0,0
29,gev_20111231_1616,2011-12-31 16:16:00,16:34:00,16:26:00,M1.5,S25E42(1389),0,0
13,gev_20111229_1340,2011-12-29 13:40:00,14:01:00,13:50:00,M1.9,S25E70(1389),0,0
20,gev_20111229_2143,2011-12-29 21:43:00,21:59:00,21:51:00,M2.0,S25E67(1389),0,0
22,gev_20111230_0303,2011-12-30 03:03:00,03:13:00,03:09:00,M1.2,S25E65(1389),0,0
35,gev_20111231_1309,2011-12-31 13:09:00,13:19:00,13:15:00,M2.4,S25E46(1389),0,0
37,gev_20111231_1616,2011-12-31 16:16:00,16:34:00,16:26:00,M1.5,S25E42(1389),0,0
19,gev_20111229_1340,2011-12-29 13:40:00,14:01:00,13:50:00,M1.9,S25E70(1389),0,0
26,gev_20111229_2143,2011-12-29 21:43:00,21:59:00,21:51:00,M2.0,S25E67(1389),0,0
28,gev_20111230_0303,2011-12-30 03:03:00,03:13:00,03:09:00,M1.2,S25E65(1389),0,0
25,gev_20111229_1340,2011-12-29 13:40:00,14:01:00,13:50:00,M1.9,S25E70(1389),0,0
32,gev_20111229_2143,2011-12-29 21:43:00,21:59:00,21:51:00,M2.0,S25E67(1389),0,0
34,gev_20111230_0303,2011-12-30 03:03:00,03:13:00,03:09:00,M1.2,S25E65(1389),0,0
5,gev_20111225_1811,2011-12-25 18:11:00,18:20:00,18:16:00,M4.0,S22W26(1387),0,0
7,gev_20111226_0213,2011-12-26 02:13:00,02:36:00,02:27:00,M1.5,S21W33(1387),0,0
10,gev_20111226_2012,2011-12-26 20:12:00,20:36:00,20:30:00,M2.3,S21W44(1387),0,0
18,gev_20111225_1811,2011-12-25 18:11:00,18:20:00,18:16:00,M4.0,S22W26(1387),0,0
20,gev_20111226_0213,2011-12-26 02:13:00,02:36:00,02:27:00,M1.5,S21W33(1387),0,0
23,gev_20111226_2012,2011-12-26 20:12:00,20:36:00,20:30:00,M2.3,S21W44(1387),0,0
35,gev_20111225_1811,2011-12-25 18:11:00,18:20:00,18:16:00,M4.0,S22W26(1387),0,0
37,gev_20111226_0213,2011-12-26 02:13:00,02:36:00,02:27:00,M1.5,S21W33(),0,0
40,gev_20111226_2012,2011-12-26 20:12:00,20:36:00,20:30:00,M2.3,S21W44(),0,0
37,gev_20111225_1811,2011-12-25 18:11:00,18:20:00,18:16:00,M4.0,S22W26(1387),0,0
39,gev_20111226_0213,2011-12-26 02:13:00,02:36:00,02:27:00,M1.5,S21W33(),0,0
3,gev_20111115_2227,2011-11-15 22:27:00,22:42:00,22:31:00,M1.1,N18W81(1339),0,0
1,gev_20111115_0903,2011-11-15 09:03:00,09:23:00,09:12:00,M1.2,N21W72(1348),0,0
4,gev_20111115_1230,2011-11-15 12:30:00,12:50:00,12:43:00,M1.9,S19E32(1346),0,0
9,gev_20111115_2227,2011-11-15 22:27:00,22:42:00,22:31:00,M1.1,N18W81(1339),0,0
17,gev_20111115_0903,2011-11-15 09:03:00,09:23:00,09:12:00,M1.2,N21W72(1348),0,0
20,gev_20111115_1230,2011-11-15 12:30:00,12:50:00,12:43:00,M1.9,S19E32(1346),0,0
25,gev_20111115_2227,2011-11-15 22:27:00,22:42:00,22:31:00,M1.1,N18W81(1339),0,0
26,gev_20111115_0903,2011-11-15 09:03:00,09:23:00,09:12:00,M1.2,N21W72(1348),0,0
29,gev_20111115_1230,2011-11-15 12:30:00,12:50:00,12:43:00,M1.9,S19E32(1346),0,0
34,gev_20111115_2227,2011-11-15 22:27:00,22:42:00,22:31:00,M1.1,N18W81(1348),0,0
2,gev_20111109_1304,2011-11-09 13:04:00,14:12:00,13:35:00,M1.1,N24E35(1343),0,0
36,gev_20111115_0903,2011-11-15 09:03:00,09:23:00,09:12:00,M1.2,N21W72(1348),0,0
5,gev_20111109_1304,2011-11-09 13:04:00,14:12:00,13:35:00,M1.1,N24E35(1343),0,0
10,gev_20111109_1304,2011-11-09 13:04:00,14:12:00,13:35:00,M1.1,N24E35(1343),0,0
2,gev_20111106_0046,2011-11-06 00:46:00,01:24:00,01:03:00,M1.2,N20E34(1339),0,0
5,gev_20111106_0614,2011-11-06 06:14:00,06:41:00,06:35:00,M1.4,N21E33(1339),0,0
22,gev_20111109_1304,2011-11-09 13:04:00,14:12:00,13:35:00,M1.1,N24E35(1343),0,0
2,gev_20111105_0308,2011-11-05 03:08:00,03:58:00,03:31:00,M3.7,N20E47(1339),0,0
5,gev_20111105_1110,2011-11-05 11:10:00,11:42:00,11:21:00,M1.1,N19E41(1339),0,0
8,gev_20111105_2031,2011-11-05 20:31:00,20:54:00,20:38:00,M1.8,N21E37(1339),0,0
11,gev_20111106_0046,2011-11-06 00:46:00,01:24:00,01:03:00,M1.2,N20E34(1339),0,0
14,gev_20111106_0614,2011-11-06 06:14:00,06:41:00,06:35:00,M1.4,N21E33(1339),0,0
31,gev_20111109_1304,2011-11-09 13:04:00,14:12:00,13:35:00,M1.1,N24E35(1343),0,0
6,gev_20111104_2031,2011-11-04 20:31:00,20:46:00,20:40:00,M1.0,N19E47(1339),0,0
9,gev_20111105_0308,2011-11-05 03:08:00,03:58:00,03:31:00,M3.7,N20E47(1339),0,0
12,gev_20111105_1110,2011-11-05 11:10:00,11:42:00,11:21:00,M1.1,N19E41(1339),0,0
15,gev_20111105_2031,2011-11-05 20:31:00,20:54:00,20:38:00,M1.8,N21E37(1339),0,0
18,gev_20111106_0046,2011-11-06 00:46:00,01:24:00,01:03:00,M1.2,N20E34(1339),0,0
21,gev_20111106_0614,2011-11-06 06:14:00,06:41:00,06:35:00,M1.4,N21E33(1339),0,0
38,gev_20111109_1304,2011-11-09 13:04:00,14:12:00,13:35:00,M1.1,N24E35(1343),0,0
3,gev_20111103_2328,2011-11-03 23:28:00,23:44:00,23:31:00,M2.1,N20E62(1342),0,0
9,gev_20111104_2031,2011-11-04 20:31:00,20:46:00,20:40:00,M1.0,N19E47(1341),0,0
12,gev_20111105_0308,2011-11-05 03:08:00,03:58:00,03:31:00,M3.7,N20E47(1341),0,0
15,gev_20111105_1110,2011-11-05 11:10:00,11:42:00,11:21:00,M1.1,N19E41,0,0
18,gev_20111105_2031,2011-11-05 20:31:00,20:54:00,20:38:00,M1.8,N21E37,0,0
21,gev_20111106_0046,2011-11-06 00:46:00,01:24:00,01:03:00,M1.2,N20E34,0,0
24,gev_20111106_0614,2011-11-06 06:14:00,06:41:00,06:35:00,M1.4,N21E33,0,0
2,gev_20111103_2016,2011-11-03 20:16:00,20:32:00,20:27:00,X1.9,N21E64(1339),0,0
6,gev_20111103_2328,2011-11-03 23:28:00,23:44:00,23:31:00,M2.1,N20E62(1339),0,0
12,gev_20111104_2031,2011-11-04 20:31:00,20:46:00,20:40:00,M1.0,N19E47(1339),0,0
15,gev_20111105_0308,2011-11-05 03:08:00,03:58:00,03:31:00,M3.7,N20E47(1339),0,0
18,gev_20111105_1110,2011-11-05 11:10:00,11:42:00,11:21:00,M1.1,N19E41(1339),0,0
21,gev_20111105_2031,2011-11-05 20:31:00,20:54:00,20:38:00,M1.8,N21E37(1339),0,0
24,gev_20111106_0046,2011-11-06 00:46:00,01:24:00,01:03:00,M1.2,N20E34(1339),0,0
27,gev_20111106_0614,2011-11-06 06:14:00,06:41:00,06:35:00,M1.4,N21E33(1339),0,0
5,gev_20111103_2016,2011-11-03 20:16:00,20:32:00,20:27:00,X1.9,N21E64(1339),0,0
9,gev_20111103_2328,2011-11-03 23:28:00,23:44:00,23:31:00,M2.1,N20E62(1339),0,0
15,gev_20111104_2031,2011-11-04 20:31:00,20:46:00,20:40:00,M1.0,N19E47(1339),0,0
18,gev_20111105_0308,2011-11-05 03:08:00,03:58:00,03:31:00,M3.7,N20E47(1339),0,0
21,gev_20111105_1110,2011-11-05 11:10:00,11:42:00,11:21:00,M1.1,N19E41(1339),0,0
24,gev_20111105_2031,2011-11-05 20:31:00,20:54:00,20:38:00,M1.8,N21E37(1339),0,0
27,gev_20111106_0046,2011-11-06 00:46:00,01:24:00,01:03:00,M1.2,N20E34(1339),0,0
30,gev_20111106_0614,2011-11-06 06:14:00,06:41:00,06:35:00,M1.4,N21E33(1339),0,0
4,gev_20111102_2152,2011-11-02 21:52:00,22:19:00,22:01:00,M4.3,N20E77(1339),0,0
11,gev_20111103_1058,2011-11-03 10:58:00,11:20:00,11:11:00,M2.5,N20E70(1339),0,0
16,gev_20111103_2016,2011-11-03 20:16:00,20:32:00,20:27:00,X1.9,N21E64(1339),0,0
20,gev_20111103_2328,2011-11-03 23:28:00,23:44:00,23:31:00,M2.1,N20E62(1339),0,0
26,gev_20111104_2031,2011-11-04 20:31:00,20:46:00,20:40:00,M1.0,N19E47(1339),0,0
29,gev_20111105_0308,2011-11-05 03:08:00,03:58:00,03:31:00,M3.7,N20E47(1339),0,0
30,gev_20111105_1110,2011-11-05 11:10:00,11:42:00,11:21:00,M1.1,N19E41(1339),0,0
33,gev_20111105_2031,2011-11-05 20:31:00,20:54:00,20:38:00,M1.8,N21E37(1339),0,0
36,gev_20111106_0046,2011-11-06 00:46:00,01:24:00,01:03:00,M1.2,N20E34(1339),0,0
38,gev_20111106_0614,2011-11-06 06:14:00,06:41:00,06:35:00,M1.4,N21E33(1339),0,0
15,gev_20111102_2152,2011-11-02 21:52:00,22:19:00,22:01:00,M4.3,N20E77(1339),0,0
22,gev_20111103_1058,2011-11-03 10:58:00,11:20:00,11:11:00,M2.5,N20E70(1339),0,0
27,gev_20111103_2016,2011-11-03 20:16:00,20:32:00,20:27:00,X1.9,N21E64(1339),0,0
31,gev_20111103_2328,2011-11-03 23:28:00,23:44:00,23:31:00,M2.1,N20E62(1339),0,0
37,gev_20111104_2031,2011-11-04 20:31:00,20:46:00,20:40:00,M1.0,N19E47(1339),0,0
40,gev_20111105_0308,2011-11-05 03:08:00,03:58:00,03:31:00,M3.7,N20E47(1339),0,0
2,gev_20111031_1455,2011-10-31 14:55:00,15:27:00,15:08:00,M1.1,N20E88(1337),0,0
3,gev_20111031_1721,2011-10-31 17:21:00,18:50:00,18:08:00,M1.4,N21E88(1337),0,0
4,gev_20111031_1829,2011-10-31 18:29:00,18:55:00,18:33:00,M1.2,N20E88(1337),0,0
23,gev_20111102_2152,2011-11-02 21:52:00,22:19:00,22:01:00,M4.3,N20E77(1339),0,0
30,gev_20111103_1058,2011-11-03 10:58:00,11:20:00,11:11:00,M2.5,N20E70(1339),0,0
35,gev_20111103_2016,2011-11-03 20:16:00,20:32:00,20:27:00,X1.9,N21E64(1339),0,0
38,gev_20111103_2328,2011-11-03 23:28:00,23:44:00,23:31:00,M2.1,N20E62(1339),0,0
15,gev_20111031_1455,2011-10-31 14:55:00,15:27:00,15:08:00,M1.1,N20E88(1337),0,0
16,gev_20111031_1721,2011-10-31 17:21:00,18:50:00,18:08:00,M1.4,N21E88(1337),0,0
17,gev_20111031_1829,2011-10-31 18:29:00,18:55:00,18:33:00,M1.2,N20E88(1337),0,0
36,gev_20111102_2152,2011-11-02 21:52:00,22:19:00,22:01:00,M4.3,N20E77(1339),0,0
26,gev_20111031_1455,2011-10-31 14:55:00,15:27:00,15:08:00,M1.1,N20E88(1339),0,0
27,gev_20111031_1721,2011-10-31 17:21:00,18:50:00,18:08:00,M1.4,N21E88(1339),0,0
28,gev_20111031_1829,2011-10-31 18:29:00,18:55:00,18:33:00,M1.2,N20E88(1339),0,0
30,gev_20111031_1455,2011-10-31 14:55:00,15:27:00,15:07:00,M1.1,N20E88,0,0
31,gev_20111031_1721,2011-10-31 17:21:00,18:50:00,18:07:00,M1.4,N21E88,0,0
32,gev_20111031_1753,2011-10-31 17:53:00,18:28:00,18:07:00,M1.4,N20E88,0,0
33,gev_20111031_1829,2011-10-31 18:29:00,18:55:00,18:33:00,M1.2,N20E88,0,0
5,gev_20111022_1000,2011-10-22 10:00:00,13:09:00,11:10:00,M1.3,N27W87(1314),0,0
2,gev_20111021_1253,2011-10-21 12:53:00,13:08:00,13:00:00,M1.3,N05W79(1319),0,0
9,gev_20111022_1000,2011-10-22 10:00:00,13:09:00,11:10:00,M1.3,N27W87(1314),0,0
28,gev_20111020_0310,2011-10-20 03:10:00,03:44:00,03:25:00,M1.6,N18W88(1318),0,0
