,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,harpnum,t_rec,totusjh,totusjz,absnjzh,savncpp,usflux,area_acr,meangam,meangbt,meangbz,meangbh,meanjzh,meanjzd,latdtmin,latdtmax,londtmin,londtmax,t_rec,totbsq,totfz,epsz,totfy,totfx,epsy,epsx
0,1,2010.05.01_20:00:00_TAI,291.166,5857718000000.0,5.198,951486100000.0,6.991547e+21,67.305458,23.729,77.666,81.204,33.244,-0.00050619,-0.17357944,20.513599,28.4676,-76.739197,-59.345001,2010.05.01_20:00:00_TAI,9284200000.0,-2702.9,-0.5522,-179.38,1470.6,0.0183,-0.1502
0,1,2010.05.01_21:00:00_TAI,269.468,5495542000000.0,4.519,504797000000.0,7.032777e+21,67.399628,23.915,72.456,75.248,30.998,-0.00042292,-0.08847088,20.513599,28.4676,-76.188004,-58.7938,2010.05.01_21:00:00_TAI,9025100000.0,-2675.4,-0.5623,-218.73,1430.6,0.023,-0.1503
0,1,2010.05.01_22:00:00_TAI,270.797,5493063000000.0,13.728,409973900000.0,7.019986e+21,70.921402,24.836,71.008,74.107,30.128,-0.00124773,-0.06978642,20.513599,28.4676,-75.636803,-58.242599,2010.05.01_22:00:00_TAI,8826900000.0,-2599.5,-0.5586,-199.41,1408.4,0.0214,-0.1513
0,1,2010.05.01_23:00:00_TAI,291.343,5910118000000.0,21.048,1559659000000.0,7.115367e+21,86.298378,25.706,73.301,77.86,31.336,-0.00189845,-0.26339173,20.513599,28.4676,-75.085602,-57.691399,2010.05.01_23:00:00_TAI,8891700000.0,-2582.5,-0.5509,-190.02,1429.7,0.0203,-0.1525
0,1,2010.05.02_00:00:00_TAI,298.638,5949744000000.0,17.197,873567900000.0,7.284643e+21,94.467346,23.882,72.81,75.884,31.044,-0.00154424,-0.08329374,20.513599,28.4676,-74.534401,-57.140202,2010.05.02_00:00:00_TAI,8820800000.0,-2529.4,-0.5439,-237.97,1403.3,0.0256,-0.1509
0,1,2010.05.02_01:00:00_TAI,327.246,6382532000000.0,28.289,1260744000000.0,7.95334e+21,111.38282,24.032,75.278,77.059,31.11,-0.00234766,-0.11531903,20.513599,28.4676,-73.9832,-56.589001,2010.05.02_01:00:00_TAI,9014900000.0,-2630.2,-0.5534,-293.21,1461.1,0.0308,-0.1537
0,1,2010.05.02_02:00:00_TAI,324.541,6368520000000.0,17.279,978339500000.0,8.190483e+21,108.277992,24.689,74.545,76.362,31.342,-0.0013922,-0.14754239,20.513599,28.4676,-73.431999,-56.037899,2010.05.02_02:00:00_TAI,9168600000.0,-2667.9,-0.552,-266.2,1503.6,0.0275,-0.1555
0,1,2010.05.02_03:00:00_TAI,358.136,6965855000000.0,31.626,1669733000000.0,8.619118e+21,108.59407,24.631,75.974,77.433,32.823,-0.00246306,-0.18139347,20.513599,28.4676,-72.880798,-55.486698,2010.05.02_03:00:00_TAI,9519600000.0,-2791.6,-0.5563,-305.85,1624.1,0.0305,-0.1618
0,1,2010.05.02_04:00:00_TAI,375.805,7495241000000.0,17.879,2192646000000.0,8.760734e+21,107.313141,24.603,75.763,77.763,32.976,-0.00137565,-0.31564105,20.513599,28.4676,-72.329597,-54.935501,2010.05.02_04:00:00_TAI,9656500000.0,-2770.8,-0.5443,-309.06,1675.5,0.0304,-0.1646
0,1,2010.05.02_05:00:00_TAI,355.13,6831672000000.0,18.294,1730173000000.0,8.202964e+21,113.652977,24.02,78.562,79.902,33.795,-0.00153564,-0.27172837,20.513599,28.4676,-71.778397,-54.3843,2010.05.02_05:00:00_TAI,9414100000.0,-2591.8,-0.5222,-291.09,1618.6,0.0293,-0.1631
0,1,2010.05.02_06:00:00_TAI,339.295,6722885000000.0,15.153,2130296000000.0,7.913586e+21,125.374229,25.116,79.536,81.259,33.776,-0.00126327,-0.33226809,20.513599,28.4676,-71.227303,-53.833099,2010.05.02_06:00:00_TAI,8603800000.0,-2354.8,-0.5192,-290.97,1469.0,0.0321,-0.1619
0,1,2010.05.02_07:00:00_TAI,350.181,7275779000000.0,8.393,1263580000000.0,8.877207e+21,134.359909,24.708,74.966,75.628,32.136,-0.00059591,-0.1678526,20.513599,28.4676,-70.676102,-53.281898,2010.05.02_07:00:00_TAI,8363200000.0,-2349.5,-0.5329,-345.94,1470.9,0.0392,-0.1668
0,1,2010.05.02_08:00:00_TAI,359.899,7687377000000.0,1.731,1008310000000.0,9.378756e+21,135.645264,25.031,73.144,73.918,31.407,0.00011575,-0.12614551,20.513599,28.4676,-70.124901,-52.730701,2010.05.02_08:00:00_TAI,8545700000.0,-2455.3,-0.545,-342.63,1563.2,0.038,-0.1735
0,1,2010.05.02_09:00:00_TAI,409.113,8522726000000.0,10.064,1822169000000.0,9.756079e+21,151.02594,25.933,75.977,77.067,32.834,0.00066444,-0.22510177,20.513599,28.4676,-69.5737,-52.179501,2010.05.02_09:00:00_TAI,9027100000.0,-2496.0,-0.5245,-397.04,1697.3,0.0417,-0.1783
0,1,2010.05.02_10:00:00_TAI,438.248,8894804000000.0,14.267,1332100000000.0,9.870739e+21,176.681473,25.914,77.081,79.05,33.66,0.00096207,-0.16809195,20.513599,28.4676,-69.022499,-51.6283,2010.05.02_10:00:00_TAI,9500700000.0,-2477.4,-0.4946,-404.46,1785.4,0.0404,-0.1782
0,1,2010.05.02_11:00:00_TAI,480.835,9515207000000.0,3.078,1333921000000.0,1.003937e+22,188.498489,25.637,79.098,80.161,34.067,0.00020601,-0.16710988,20.513599,28.4676,-68.471298,-51.077099,2010.05.02_11:00:00_TAI,9713600000.0,-2470.9,-0.4825,-417.65,1814.4,0.0408,-0.1772
0,1,2010.05.02_12:00:00_TAI,486.936,9660283000000.0,14.103,1832217000000.0,1.024649e+22,203.945465,26.171,81.016,82.971,34.77,0.00091733,-0.22304963,20.513599,28.4676,-67.920097,-50.526001,2010.05.02_12:00:00_TAI,9749000000.0,-2478.2,-0.4822,-437.43,1826.6,0.0426,-0.1777
0,1,2010.05.02_13:00:00_TAI,506.582,9730090000000.0,12.873,3039843000000.0,1.035219e+22,196.311615,25.41,82.812,83.521,34.914,0.00085113,-0.37621996,20.513599,28.4676,-67.368896,-49.9748,2010.05.02_13:00:00_TAI,9838300000.0,-2463.2,-0.4749,-475.07,1858.2,0.0458,-0.1791
0,1,2010.05.02_14:00:00_TAI,511.68,10177780000000.0,18.176,1917734000000.0,1.071111e+22,200.560959,25.94,83.471,84.317,36.124,0.00114861,-0.22688255,20.513599,28.4676,-66.817703,-49.423599,2010.05.02_14:00:00_TAI,9841900000.0,-2498.3,-0.4815,-484.6,1879.2,0.0467,-0.1811
0,1,2010.05.02_15:00:00_TAI,514.891,10723510000000.0,22.205,2134596000000.0,1.125879e+22,220.151215,26.692,82.565,83.516,35.39,0.00129431,-0.23293744,20.513599,28.4676,-66.266502,-48.872398,2010.05.02_15:00:00_TAI,9594700000.0,-2517.1,-0.4976,-488.0,1854.7,0.0482,-0.1833
0,1,2010.05.02_16:00:00_TAI,505.32,10380970000000.0,27.8,1765883000000.0,1.144255e+22,218.523392,26.757,80.741,81.387,34.031,0.00154455,-0.0595285,20.513599,28.4676,-65.715401,-48.321201,2010.05.02_16:00:00_TAI,9188500000.0,-2507.7,-0.5177,-485.28,1740.0,0.0501,-0.1796
0,1,2010.05.02_17:00:00_TAI,473.963,9630560000000.0,17.418,786733800000.0,1.083695e+22,215.927063,27.025,81.341,81.746,33.499,0.00101571,-0.08589502,20.513599,28.4676,-65.1642,-47.77,2010.05.02_17:00:00_TAI,8885200000.0,-2344.6,-0.5005,-478.52,1645.7,0.0511,-0.1757
0,1,2010.05.02_18:00:00_TAI,471.911,9501394000000.0,34.911,1577640000000.0,1.026109e+22,219.605011,26.353,86.33,88.076,34.504,0.00223748,-0.11429496,20.513599,28.4676,-64.612999,-47.2188,2010.05.02_18:00:00_TAI,9130100000.0,-2240.6,-0.4655,-498.23,1691.4,0.0518,-0.1757
0,1,2010.05.02_19:00:00_TAI,518.415,10461340000000.0,30.453,2075083000000.0,1.066979e+22,228.457062,26.197,86.674,88.403,35.206,0.00193528,-0.16197677,20.513599,28.4676,-64.061798,-46.667599,2010.05.02_19:00:00_TAI,9616800000.0,-2347.9,-0.4631,-584.06,1820.1,0.0576,-0.1795
0,1,2010.05.02_20:00:00_TAI,528.869,10712090000000.0,37.752,2765455000000.0,1.131499e+22,231.710724,26.614,83.733,85.115,34.902,0.0022328,-0.11423953,20.513599,28.4676,-63.510601,-46.116402,2010.05.02_20:00:00_TAI,9769300000.0,-2506.7,-0.4867,-620.8,1926.3,0.0603,-0.187
0,1,2010.05.02_21:00:00_TAI,514.356,10449280000000.0,34.069,2395104000000.0,1.152539e+22,236.598007,26.458,82.251,83.902,33.075,0.00193827,-0.0326876,20.513599,28.4676,-62.9594,-45.565201,2010.05.02_21:00:00_TAI,9640100000.0,-2523.5,-0.4965,-633.15,1873.6,0.0623,-0.1843
0,1,2010.05.02_22:00:00_TAI,500.663,10093620000000.0,21.047,1274956000000.0,1.132864e+22,236.723938,26.844,82.043,83.532,32.041,0.0011938,-0.04522168,20.513599,28.4676,-62.408199,-45.014099,2010.05.02_22:00:00_TAI,9525300000.0,-2438.3,-0.4856,-608.53,1840.2,0.0606,-0.1832
0,1,2010.05.02_23:00:00_TAI,489.053,10017400000000.0,25.702,1973170000000.0,1.109349e+22,230.455872,26.935,83.643,85.466,32.506,0.00149231,-0.02810077,20.513599,28.4676,-61.856998,-44.462898,2010.05.02_23:00:00_TAI,9538200000.0,-2399.5,-0.4772,-586.49,1823.2,0.0583,-0.1813
0,1,2010.05.03_00:00:00_TAI,523.898,10613140000000.0,26.765,1426848000000.0,1.113121e+22,240.249588,27.371,84.757,86.593,33.396,0.00155368,-0.06081877,20.513599,28.4676,-61.305801,-43.911701,2010.05.03_00:00:00_TAI,10041000000.0,-2341.2,-0.4423,-668.72,1919.3,0.0632,-0.1813
0,1,2010.05.03_01:00:00_TAI,519.422,10297130000000.0,32.465,1179513000000.0,1.102292e+22,238.728378,27.787,84.498,86.161,33.698,0.00190055,-0.08385964,20.513599,28.4676,-60.754601,-43.3605,2010.05.03_01:00:00_TAI,9598500000.0,-2357.8,-0.466,-620.31,1831.8,0.0613,-0.181
0,1,2010.05.03_02:00:00_TAI,527.922,10552150000000.0,42.528,1735596000000.0,1.112656e+22,243.520493,27.848,83.487,85.117,33.256,0.00241936,-0.00771708,20.513599,28.4676,-60.203499,-42.809299,2010.05.03_02:00:00_TAI,9467200000.0,-2344.0,-0.4696,-640.83,1825.5,0.0642,-0.1829
0,1,2010.05.03_03:00:00_TAI,543.871,10994930000000.0,34.439,1089427000000.0,1.128673e+22,243.49379,27.991,84.126,84.904,34.403,0.00192324,-0.04837092,20.513599,28.4676,-59.652302,-42.258099,2010.05.03_03:00:00_TAI,9472400000.0,-2350.5,-0.4707,-671.09,1897.7,0.0672,-0.19
0,1,2010.05.03_04:00:00_TAI,568.844,11879210000000.0,47.741,2296454000000.0,1.126599e+22,235.816345,28.709,86.819,87.633,36.219,0.0026738,-0.00828596,20.513599,28.4676,-59.101101,-41.706902,2010.05.03_04:00:00_TAI,9526800000.0,-2321.4,-0.4622,-714.25,1969.2,0.0711,-0.196
0,1,2010.05.03_05:00:00_TAI,533.118,10774460000000.0,59.783,2763693000000.0,9.958925e+21,235.10437,28.504,90.426,91.148,37.606,0.00397015,-0.16133039,20.513599,28.4676,-58.5499,-41.155701,2010.05.03_05:00:00_TAI,9321000000.0,-2085.1,-0.4243,-687.07,1918.0,0.0699,-0.1952
0,1,2010.05.03_06:00:00_TAI,495.245,10095190000000.0,55.003,2715958000000.0,9.491244e+21,237.319992,28.098,91.042,91.365,36.072,0.00372496,-0.10012971,20.513599,28.4676,-57.998699,-40.6045,2010.05.03_06:00:00_TAI,8723500000.0,-1995.0,-0.4338,-671.48,1782.5,0.073,-0.1938
0,1,2010.05.03_07:00:00_TAI,487.481,10357960000000.0,41.738,1738791000000.0,9.914599e+21,237.488083,28.416,86.608,87.177,33.347,0.00254563,-0.04908427,20.513599,28.4676,-57.447498,-40.053398,2010.05.03_07:00:00_TAI,8202500000.0,-1956.9,-0.4525,-665.1,1721.1,0.0769,-0.199
0,1,2010.05.03_08:00:00_TAI,464.798,10165290000000.0,36.114,1648872000000.0,1.003228e+22,229.856003,28.603,85.409,85.472,33.758,0.00214099,-0.04575065,20.513599,28.4676,-56.896301,-39.502201,2010.05.03_08:00:00_TAI,7926000000.0,-1911.7,-0.4575,-667.78,1707.9,0.0799,-0.2044
0,1,2010.05.03_09:00:00_TAI,496.253,11222910000000.0,43.252,1859128000000.0,1.022174e+22,232.876877,29.021,87.495,87.413,34.996,0.00251802,-0.10147133,20.513599,28.4676,-56.3451,-38.951,2010.05.03_09:00:00_TAI,8060800000.0,-1913.7,-0.4503,-675.95,1757.6,0.0795,-0.2068
0,1,2010.05.03_10:00:00_TAI,491.512,10756590000000.0,48.553,1939598000000.0,9.736602e+21,235.245697,28.432,92.044,92.035,36.768,0.00311514,-0.08961906,20.513599,28.4676,-55.7939,-38.399799,2010.05.03_10:00:00_TAI,8341800000.0,-1775.1,-0.4036,-704.25,1817.2,0.0801,-0.2066
0,1,2010.05.03_11:00:00_TAI,474.405,10072370000000.0,39.184,1971393000000.0,9.096006e+21,246.663773,28.346,95.749,96.001,38.096,0.00279087,-0.08932119,20.513599,28.4676,-55.242699,-37.848598,2010.05.03_11:00:00_TAI,8421600000.0,-1682.9,-0.379,-717.35,1862.8,0.0808,-0.2098
0,1,2010.05.03_12:00:00_TAI,343.646,5930052000000.0,31.468,1449269000000.0,6.437451e+21,241.993423,25.931,100.834,103.923,41.629,0.00396777,-0.15793864,20.513599,28.4676,-54.691601,-37.297401,2010.05.03_12:00:00_TAI,9827700000.0,-1333.6,-0.2574,-959.97,2112.7,0.0926,-0.2039
0,1,2010.05.03_13:00:00_TAI,440.728,9317812000000.0,37.876,1733688000000.0,8.64636e+21,242.31163,28.377,97.687,97.85,39.148,0.00287613,-0.02219968,20.513599,28.4676,-54.1404,-36.746201,2010.05.03_13:00:00_TAI,8211500000.0,-1603.3,-0.3704,-747.98,1805.7,0.0864,-0.2086
0,1,2010.05.03_14:00:00_TAI,444.309,9992478000000.0,32.848,1367591000000.0,8.965393e+21,242.954834,28.892,97.303,97.098,39.447,0.00230141,-0.05943439,20.513599,28.4676,-53.589199,-36.195,2010.05.03_14:00:00_TAI,7927700000.0,-1635.2,-0.3913,-738.38,1739.6,0.0883,-0.2081
0,1,2010.05.03_15:00:00_TAI,441.435,10075110000000.0,33.743,1294257000000.0,9.207589e+21,247.674896,28.582,93.643,93.184,37.737,0.00221134,0.06889336,20.513599,28.4676,-53.037998,-35.643799,2010.05.03_15:00:00_TAI,7384300000.0,-1692.1,-0.4347,-701.86,1641.6,0.0901,-0.2108
0,1,2010.05.03_16:00:00_TAI,405.075,9177525000000.0,25.971,1557081000000.0,8.959737e+21,250.699203,27.942,93.372,93.003,35.936,0.00174522,0.08316859,20.513599,28.4676,-52.486801,-35.092602,2010.05.03_16:00:00_TAI,7133400000.0,-1693.4,-0.4503,-712.28,1581.1,0.0947,-0.2102
0,1,2010.05.03_17:00:00_TAI,412.836,9048228000000.0,23.195,1131237000000.0,8.432218e+21,248.25853,27.615,100.161,99.652,38.707,0.00171285,0.0691903,20.513599,28.4676,-51.9356,-34.5415,2010.05.03_17:00:00_TAI,7312800000.0,-1631.2,-0.4231,-755.23,1593.7,0.098,-0.2067
0,1,2010.05.03_18:00:00_TAI,419.933,9029124000000.0,28.007,1860786000000.0,7.973682e+21,256.346252,27.557,103.085,102.949,39.658,0.00228501,0.08551917,20.513599,28.4676,-51.384399,-33.990299,2010.05.03_18:00:00_TAI,7711100000.0,-1539.6,-0.3787,-764.57,1656.3,0.094,-0.2037
0,1,2010.05.03_19:00:00_TAI,447.214,9484226000000.0,27.485,1923274000000.0,8.339889e+21,258.52832,27.75,103.844,103.893,40.519,0.00217391,0.03111159,20.513599,28.4676,-50.833199,-33.439098,2010.05.03_19:00:00_TAI,7990600000.0,-1567.5,-0.3721,-818.81,1761.9,0.0972,-0.2091
0,1,2010.05.03_20:00:00_TAI,445.383,9821207000000.0,15.962,1407836000000.0,8.977164e+21,257.282135,28.277,100.371,100.164,39.307,0.00111434,0.14686176,20.513599,28.4676,-50.282001,-32.887901,2010.05.03_20:00:00_TAI,7755700000.0,-1670.9,-0.4087,-832.76,1756.7,0.1018,-0.2148
0,1,2010.05.03_21:00:00_TAI,393.511,8606397000000.0,9.874,1021009000000.0,8.666164e+21,263.560272,27.842,99.208,99.314,37.056,0.00071136,0.13762715,20.513599,28.4676,-49.730801,-32.3367,2010.05.03_21:00:00_TAI,7445400000.0,-1603.1,-0.4084,-840.87,1646.7,0.1071,-0.2098
0,1,2010.05.03_22:00:00_TAI,394.961,8394442000000.0,11.374,812288100000.0,8.358563e+21,268.045624,27.779,103.054,103.161,38.231,0.00086688,0.11582062,20.513599,28.4676,-49.179699,-31.7855,2010.05.03_22:00:00_TAI,7449200000.0,-1572.5,-0.4004,-851.64,1605.5,0.1084,-0.2044
0,1,2010.05.03_23:00:00_TAI,397.737,8352146000000.0,6.493,810257800000.0,8.153789e+21,272.190186,27.489,107.409,107.617,39.326,0.00051607,0.12046371,20.513599,28.4676,-48.628502,-31.234301,2010.05.03_23:00:00_TAI,7510400000.0,-1557.4,-0.3934,-896.71,1596.6,0.1132,-0.2016
0,1,2010.05.04_00:00:00_TAI,415.181,8725302000000.0,4.223,1168032000000.0,8.055821e+21,273.375336,27.836,107.774,107.329,40.132,0.0003365,0.17408617,20.513599,28.4676,-48.077301,-30.6831,2010.05.04_00:00:00_TAI,7729100000.0,-1418.5,-0.3481,-963.73,1637.1,0.1183,-0.2009
0,1,2010.05.04_01:00:00_TAI,388.381,8182218000000.0,9.226,597042400000.0,7.885459e+21,281.643616,27.501,109.87,109.64,40.431,0.0007624,0.0862241,20.513599,28.4676,-47.5261,-30.131901,2010.05.04_01:00:00_TAI,7349600000.0,-1464.1,-0.3779,-924.48,1563.4,0.1193,-0.2018
0,1,2010.05.04_02:00:00_TAI,378.573,8183805000000.0,3.288,1121728000000.0,7.943417e+21,279.977753,27.574,104.847,104.718,38.685,0.00026139,0.16672502,20.513599,28.4676,-46.974899,-29.5807,2010.05.04_02:00:00_TAI,7126500000.0,-1398.0,-0.3721,-916.62,1518.1,0.122,-0.202
0,1,2010.05.04_03:00:00_TAI,382.429,8527204000000.0,9.607,1512478000000.0,8.070672e+21,284.578094,28.711,102.002,102.085,38.517,0.00072399,0.21307163,20.513599,28.4676,-46.423698,-29.0296,2010.05.04_03:00:00_TAI,6961800000.0,-1368.8,-0.373,-912.74,1497.3,0.1243,-0.204
0,1,2010.05.04_04:00:00_TAI,417.613,9249773000000.0,14.538,2730206000000.0,8.109151e+21,279.156952,28.986,105.459,105.102,40.899,0.0011043,0.38767812,20.513599,28.4676,-45.872501,-28.478399,2010.05.04_04:00:00_TAI,6952600000.0,-1372.9,-0.3746,-942.69,1545.4,0.1286,-0.2108
0,1,2010.05.04_05:00:00_TAI,423.928,9162810000000.0,14.765,1713073000000.0,7.463848e+21,269.147644,29.261,110.356,110.482,42.976,0.00127357,0.27621388,20.513599,28.4676,-45.321301,-27.9272,2010.05.04_05:00:00_TAI,7012700000.0,-1217.0,-0.3292,-937.08,1524.7,0.1267,-0.2062
0,1,2010.05.04_06:00:00_TAI,392.74,8306239000000.0,20.817,1710884000000.0,6.697711e+21,270.767731,28.658,114.452,114.307,44.241,0.00203929,0.26803142,20.513599,28.4676,-44.7701,-27.375999,2010.05.04_06:00:00_TAI,6781400000.0,-1081.5,-0.3025,-923.38,1422.0,0.1291,-0.1989
0,1,2010.05.04_07:00:00_TAI,367.528,7909242000000.0,10.996,1728375000000.0,6.662594e+21,266.93515,28.97,110.336,109.303,43.082,0.00103743,0.30480263,20.513599,28.4676,-44.219002,-26.8248,2010.05.04_07:00:00_TAI,6235300000.0,-1125.9,-0.3425,-914.66,1343.6,0.1391,-0.2044
0,1,2010.05.04_08:00:00_TAI,352.561,8085610000000.0,10.554,1944144000000.0,6.871374e+21,274.009735,29.633,105.21,104.179,41.6,0.00091615,0.31545174,20.513599,28.4676,-43.667801,-26.2736,2010.05.04_08:00:00_TAI,5785500000.0,-1125.1,-0.3689,-851.6,1266.3,0.1396,-0.2076
0,1,2010.05.04_09:00:00_TAI,371.554,8713071000000.0,11.143,1445745000000.0,6.977487e+21,276.070709,30.079,105.357,104.428,42.364,0.00093936,0.22781275,20.513599,28.4676,-43.1166,-25.722401,2010.05.04_09:00:00_TAI,5711700000.0,-1121.8,-0.3726,-830.28,1266.1,0.1379,-0.2102
0,1,2010.05.04_10:00:00_TAI,370.323,8843175000000.0,7.301,1445086000000.0,6.695303e+21,273.930969,30.797,107.197,106.595,44.002,0.00064646,0.23919992,20.513599,28.4676,-42.565399,-25.1712,2010.05.04_10:00:00_TAI,5867600000.0,-1016.3,-0.3285,-838.5,1281.3,0.1355,-0.2071
